event_name,event_date,event_location,winner,fighter_a_name,fighter_b_name,weightclass,method_of_victory,round_of_victory,time_of_victory,time_format,referee,title_fight,gender,Fighter A Odds,Fighter A Avg Odds,Fighter A Best Odds,Fighter B Odds,Fighter B Avg Odds,Fighter B Best Odds
UFC Fight Night: Font vs. Vera,2022-04-30,"Las Vegas, Nevada, USA",Andrei Arlovski,Andrei Arlovski,Jake Collier,Heavyweight,Decision - Split,3,5:00,3,Mark Smith,False,men,"[{'Bookmaker': 'BetOnline.ag', 'Odds Price': -130}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -130}, {'Bookmaker': 'FanDuel', 'Odds Price': -133}, {'Bookmaker': 'Betfair', 'Odds Price': -108}, {'Bookmaker': 'Betfair', 'Odds Price': -116}, {'Bookmaker': 'MyBookie.ag', 'Odds Price': -130}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -135}, {'Bookmaker': 'TwinSpires', 'Odds Price': -137}, {'Bookmaker': 'SugarHouse', 'Odds Price': -137}, {'Bookmaker': 'DraftKings', 'Odds Price': -125}, {'Bookmaker': 'BetRivers', 'Odds Price': -137}, {'Bookmaker': 'WynnBET', 'Odds Price': -135}, {'Bookmaker': 'Barstool Sportsbook', 'Odds Price': -137}, {'Bookmaker': 'BetMGM', 'Odds Price': -141}, {'Bookmaker': 'Bovada', 'Odds Price': -141}, {'Bookmaker': 'Unibet', 'Odds Price': -137}]",-131.0,"{'Odds': -108, 'Bookmaker': 'Betfair'}","[{'Bookmaker': 'BetOnline.ag', 'Odds Price': 109}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 109}, {'Bookmaker': 'FanDuel', 'Odds Price': 116}, {'Bookmaker': 'Betfair', 'Odds Price': 116}, {'Bookmaker': 'Betfair', 'Odds Price': 108}, {'Bookmaker': 'MyBookie.ag', 'Odds Price': 100}, {'Bookmaker': 'William Hill (US)', 'Odds Price': 115}, {'Bookmaker': 'TwinSpires', 'Odds Price': 110}, {'Bookmaker': 'SugarHouse', 'Odds Price': 110}, {'Bookmaker': 'DraftKings', 'Odds Price': 105}, {'Bookmaker': 'BetRivers', 'Odds Price': 110}, {'Bookmaker': 'WynnBET', 'Odds Price': 115}, {'Bookmaker': 'Barstool Sportsbook', 'Odds Price': 110}, {'Bookmaker': 'BetMGM', 'Odds Price': 115}, {'Bookmaker': 'Bovada', 'Odds Price': 115}, {'Bookmaker': 'Unibet', 'Odds Price': 110}]",111.0,"{'Odds': 116, 'Bookmaker': 'FanDuel'}"
UFC Fight Night: Font vs. Vera,2022-04-30,"Las Vegas, Nevada, USA",Joanderson Brito,Joanderson Brito,Andre Fili,Featherweight,KO/TKO,1,0:41,3,Herb Dean,False,men,"[{'Bookmaker': 'MyBookie.ag', 'Odds Price': 195}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 185}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 185}, {'Bookmaker': 'TwinSpires', 'Odds Price': 200}, {'Bookmaker': 'SugarHouse', 'Odds Price': 200}, {'Bookmaker': 'BetRivers', 'Odds Price': 200}, {'Bookmaker': 'FanDuel', 'Odds Price': 188}, {'Bookmaker': 'WynnBET', 'Odds Price': 185}, {'Bookmaker': 'Barstool Sportsbook', 'Odds Price': 200}, {'Bookmaker': 'Unibet', 'Odds Price': 200}, {'Bookmaker': 'BetMGM', 'Odds Price': 200}, {'Bookmaker': 'Betfair', 'Odds Price': 210}, {'Bookmaker': 'Betfair', 'Odds Price': 192}, {'Bookmaker': 'William Hill (US)', 'Odds Price': 180}, {'Bookmaker': 'DraftKings', 'Odds Price': 200}, {'Bookmaker': 'Bovada', 'Odds Price': 178}]",193.0,"{'Odds': 210, 'Bookmaker': 'Betfair'}","[{'Bookmaker': 'MyBookie.ag', 'Odds Price': -250}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -217}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -213}, {'Bookmaker': 'TwinSpires', 'Odds Price': -263}, {'Bookmaker': 'SugarHouse', 'Odds Price': -263}, {'Bookmaker': 'BetRivers', 'Odds Price': -263}, {'Bookmaker': 'FanDuel', 'Odds Price': -227}, {'Bookmaker': 'WynnBET', 'Odds Price': -233}, {'Bookmaker': 'Barstool Sportsbook', 'Odds Price': -263}, {'Bookmaker': 'Unibet', 'Odds Price': -263}, {'Bookmaker': 'BetMGM', 'Odds Price': -250}, {'Bookmaker': 'Betfair', 'Odds Price': -192}, {'Bookmaker': 'Betfair', 'Odds Price': -213}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -222}, {'Bookmaker': 'DraftKings', 'Odds Price': -250}, {'Bookmaker': 'Bovada', 'Odds Price': -250}]",-238.0,"{'Odds': -192, 'Bookmaker': 'Betfair'}"
UFC Fight Night: Font vs. Vera,2022-04-30,"Las Vegas, Nevada, USA",Grant Dawson,Grant Dawson,Jared Gordon,Lightweight,Submission,3,4:11,3,Keith Peterson,False,men,"[{'Bookmaker': 'MyBookie.ag', 'Odds Price': -189}, {'Bookmaker': 'Betfair', 'Odds Price': -179}, {'Bookmaker': 'Betfair', 'Odds Price': -164}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -192}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -189}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -189}, {'Bookmaker': 'DraftKings', 'Odds Price': -179}, {'Bookmaker': 'TwinSpires', 'Odds Price': -189}, {'Bookmaker': 'SugarHouse', 'Odds Price': -189}, {'Bookmaker': 'BetRivers', 'Odds Price': -189}, {'Bookmaker': 'WynnBET', 'Odds Price': -185}, {'Bookmaker': 'Barstool Sportsbook', 'Odds Price': -189}, {'Bookmaker': 'FanDuel', 'Odds Price': -189}, {'Bookmaker': 'Unibet', 'Odds Price': -189}, {'Bookmaker': 'BetMGM', 'Odds Price': -200}, {'Bookmaker': 'Bovada', 'Odds Price': -200}]",-187.0,"{'Odds': -164, 'Bookmaker': 'Betfair'}","[{'Bookmaker': 'MyBookie.ag', 'Odds Price': 155}, {'Bookmaker': 'Betfair', 'Odds Price': 164}, {'Bookmaker': 'Betfair', 'Odds Price': 180}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 165}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 165}, {'Bookmaker': 'William Hill (US)', 'Odds Price': 160}, {'Bookmaker': 'DraftKings', 'Odds Price': 155}, {'Bookmaker': 'TwinSpires', 'Odds Price': 150}, {'Bookmaker': 'SugarHouse', 'Odds Price': 150}, {'Bookmaker': 'BetRivers', 'Odds Price': 150}, {'Bookmaker': 'WynnBET', 'Odds Price': 152}, {'Bookmaker': 'Barstool Sportsbook', 'Odds Price': 150}, {'Bookmaker': 'FanDuel', 'Odds Price': 160}, {'Bookmaker': 'Unibet', 'Odds Price': 150}, {'Bookmaker': 'BetMGM', 'Odds Price': 160}, {'Bookmaker': 'Bovada', 'Odds Price': 160}]",158.0,"{'Odds': 180, 'Bookmaker': 'Betfair'}"
UFC Fight Night: Font vs. Vera,2022-04-30,"Las Vegas, Nevada, USA",Darren Elkins,Darren Elkins,Tristan Connelly,Featherweight,Decision - Unanimous,3,5:00,3,Jason Herzog,False,men,"[{'Bookmaker': 'Betfair', 'Odds Price': -152}, {'Bookmaker': 'Betfair', 'Odds Price': -161}, {'Bookmaker': 'MyBookie.ag', 'Odds Price': -179}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -185}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -182}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -179}, {'Bookmaker': 'DraftKings', 'Odds Price': -164}, {'Bookmaker': 'SugarHouse', 'Odds Price': -179}, {'Bookmaker': 'TwinSpires', 'Odds Price': -179}, {'Bookmaker': 'BetRivers', 'Odds Price': -179}, {'Bookmaker': 'FanDuel', 'Odds Price': -175}, {'Bookmaker': 'Barstool Sportsbook', 'Odds Price': -179}, {'Bookmaker': 'WynnBET', 'Odds Price': -179}, {'Bookmaker': 'BetMGM', 'Odds Price': -185}, {'Bookmaker': 'Unibet', 'Odds Price': -175}, {'Bookmaker': 'Bovada', 'Odds Price': -185}]",-176.0,"{'Odds': -152, 'Bookmaker': 'Betfair'}","[{'Bookmaker': 'Betfair', 'Odds Price': 162}, {'Bookmaker': 'Betfair', 'Odds Price': 150}, {'Bookmaker': 'MyBookie.ag', 'Odds Price': 150}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 157}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 157}, {'Bookmaker': 'William Hill (US)', 'Odds Price': 155}, {'Bookmaker': 'DraftKings', 'Odds Price': 145}, {'Bookmaker': 'SugarHouse', 'Odds Price': 140}, {'Bookmaker': 'TwinSpires', 'Odds Price': 140}, {'Bookmaker': 'BetRivers', 'Odds Price': 140}, {'Bookmaker': 'FanDuel', 'Odds Price': 146}, {'Bookmaker': 'Barstool Sportsbook', 'Odds Price': 140}, {'Bookmaker': 'WynnBET', 'Odds Price': 150}, {'Bookmaker': 'BetMGM', 'Odds Price': 150}, {'Bookmaker': 'Unibet', 'Odds Price': 140}, {'Bookmaker': 'Bovada', 'Odds Price': 150}]",148.0,"{'Odds': 162, 'Bookmaker': 'Betfair'}"
UFC Fight Night: Font vs. Vera,2022-04-30,"Las Vegas, Nevada, USA",Krzysztof Jotko,Krzysztof Jotko,Gerald Meerschaert,Middleweight,Decision - Unanimous,3,5:00,3,Herb Dean,False,men,"[{'Bookmaker': 'MyBookie.ag', 'Odds Price': -179}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -175}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -175}, {'Bookmaker': 'SugarHouse', 'Odds Price': -182}, {'Bookmaker': 'Barstool Sportsbook', 'Odds Price': -182}, {'Bookmaker': 'FanDuel', 'Odds Price': -175}, {'Bookmaker': 'WynnBET', 'Odds Price': -175}, {'Bookmaker': 'BetMGM', 'Odds Price': -185}, {'Bookmaker': 'Betfair', 'Odds Price': -164}, {'Bookmaker': 'Betfair', 'Odds Price': -172}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -169}, {'Bookmaker': 'TwinSpires', 'Odds Price': -182}, {'Bookmaker': 'DraftKings', 'Odds Price': -179}, {'Bookmaker': 'BetRivers', 'Odds Price': -182}, {'Bookmaker': 'Unibet', 'Odds Price': -182}, {'Bookmaker': 'Bovada', 'Odds Price': -182}]",-177.0,"{'Odds': -164, 'Bookmaker': 'Betfair'}","[{'Bookmaker': 'MyBookie.ag', 'Odds Price': 150}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 149}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 149}, {'Bookmaker': 'SugarHouse', 'Odds Price': 145}, {'Bookmaker': 'Barstool Sportsbook', 'Odds Price': 145}, {'Bookmaker': 'FanDuel', 'Odds Price': 146}, {'Bookmaker': 'WynnBET', 'Odds Price': 145}, {'Bookmaker': 'BetMGM', 'Odds Price': 150}, {'Bookmaker': 'Betfair', 'Odds Price': 172}, {'Bookmaker': 'Betfair', 'Odds Price': 166}, {'Bookmaker': 'William Hill (US)', 'Odds Price': 145}, {'Bookmaker': 'TwinSpires', 'Odds Price': 145}, {'Bookmaker': 'DraftKings', 'Odds Price': 155}, {'Bookmaker': 'BetRivers', 'Odds Price': 145}, {'Bookmaker': 'Unibet', 'Odds Price': 145}, {'Bookmaker': 'Bovada', 'Odds Price': 146}]",150.0,"{'Odds': 172, 'Bookmaker': 'Betfair'}"
UFC Fight Night: Font vs. Vera,2022-04-30,"Las Vegas, Nevada, USA",Alexandr Romanov,Alexandr Romanov,Chase Sherman,Heavyweight,Submission,1,2:11,3,Mark Smith,False,men,"[{'Bookmaker': 'Betfair', 'Odds Price': -1111}, {'Bookmaker': 'Betfair', 'Odds Price': -1667}, {'Bookmaker': 'MyBookie.ag', 'Odds Price': -2000}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -2500}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -2500}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -2000}, {'Bookmaker': 'SugarHouse', 'Odds Price': -2000}, {'Bookmaker': 'TwinSpires', 'Odds Price': -2000}, {'Bookmaker': 'DraftKings', 'Odds Price': -2000}, {'Bookmaker': 'BetRivers', 'Odds Price': -2000}, {'Bookmaker': 'Barstool Sportsbook', 'Odds Price': -2000}, {'Bookmaker': 'WynnBET', 'Odds Price': -2500}, {'Bookmaker': 'FanDuel', 'Odds Price': -1667}, {'Bookmaker': 'Unibet', 'Odds Price': -2000}, {'Bookmaker': 'Bovada', 'Odds Price': -2500}, {'Bookmaker': 'BetMGM', 'Odds Price': -2500}]",-1981.0,"{'Odds': -1111, 'Bookmaker': 'Betfair'}","[{'Bookmaker': 'Betfair', 'Odds Price': 1800}, {'Bookmaker': 'Betfair', 'Odds Price': 1100}, {'Bookmaker': 'MyBookie.ag', 'Odds Price': 1110}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 1200}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 1200}, {'Bookmaker': 'William Hill (US)', 'Odds Price': 1000}, {'Bookmaker': 'SugarHouse', 'Odds Price': 900}, {'Bookmaker': 'TwinSpires', 'Odds Price': 900}, {'Bookmaker': 'DraftKings', 'Odds Price': 1100}, {'Bookmaker': 'BetRivers', 'Odds Price': 900}, {'Bookmaker': 'Barstool Sportsbook', 'Odds Price': 900}, {'Bookmaker': 'WynnBET', 'Odds Price': 1105}, {'Bookmaker': 'FanDuel', 'Odds Price': 980}, {'Bookmaker': 'Unibet', 'Odds Price': 900}, {'Bookmaker': 'Bovada', 'Odds Price': 1000}, {'Bookmaker': 'BetMGM', 'Odds Price': 1050}]",1043.0,"{'Odds': 1800, 'Bookmaker': 'Betfair'}"
UFC Fight Night: Font vs. Vera,2022-04-30,"Las Vegas, Nevada, USA",Francisco Figueiredo,Francisco Figueiredo,Daniel Lacerda,Flyweight,Submission,1,1:18,3,Keith Peterson,False,men,"[{'Bookmaker': 'MyBookie.ag', 'Odds Price': -105}, {'Bookmaker': 'Betfair', 'Odds Price': 116}, {'Bookmaker': 'Betfair', 'Odds Price': 122}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 108}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 108}, {'Bookmaker': 'William Hill (US)', 'Odds Price': 100}, {'Bookmaker': 'FanDuel', 'Odds Price': 108}, {'Bookmaker': 'Bovada', 'Odds Price': 115}, {'Bookmaker': 'BetMGM', 'Odds Price': 100}]",108.0,"{'Odds': 122, 'Bookmaker': 'Betfair'}","[{'Bookmaker': 'MyBookie.ag', 'Odds Price': -125}, {'Bookmaker': 'Betfair', 'Odds Price': -122}, {'Bookmaker': 'Betfair', 'Odds Price': -115}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -128}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -128}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -120}, {'Bookmaker': 'FanDuel', 'Odds Price': -127}, {'Bookmaker': 'Bovada', 'Odds Price': -141}, {'Bookmaker': 'BetMGM', 'Odds Price': -120}]",-125.0,"{'Odds': -115, 'Bookmaker': 'Betfair'}"
UFC Fight Night: Font vs. Vera,2022-04-30,"Las Vegas, Nevada, USA",Gabe Green,Gabe Green,Yohan Lainesse,Welterweight,KO/TKO,2,4:02,3,Herb Dean,False,men,"[{'Bookmaker': 'Betfair', 'Odds Price': -118}, {'Bookmaker': 'Betfair', 'Odds Price': -145}, {'Bookmaker': 'MyBookie.ag', 'Odds Price': -135}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -135}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -135}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -135}, {'Bookmaker': 'DraftKings', 'Odds Price': -141}, {'Bookmaker': 'SugarHouse', 'Odds Price': -143}, {'Bookmaker': 'TwinSpires', 'Odds Price': -143}, {'Bookmaker': 'BetRivers', 'Odds Price': -143}, {'Bookmaker': 'WynnBET', 'Odds Price': -135}, {'Bookmaker': 'FanDuel', 'Odds Price': -130}, {'Bookmaker': 'Barstool Sportsbook', 'Odds Price': -143}, {'Bookmaker': 'Bovada', 'Odds Price': -141}, {'Bookmaker': 'Unibet', 'Odds Price': -143}, {'Bookmaker': 'BetMGM', 'Odds Price': -135}]",-137.0,"{'Odds': -118, 'Bookmaker': 'Betfair'}","[{'Bookmaker': 'Betfair', 'Odds Price': 144}, {'Bookmaker': 'Betfair', 'Odds Price': 118}, {'Bookmaker': 'MyBookie.ag', 'Odds Price': 105}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 115}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 115}, {'Bookmaker': 'William Hill (US)', 'Odds Price': 115}, {'Bookmaker': 'DraftKings', 'Odds Price': 120}, {'Bookmaker': 'SugarHouse', 'Odds Price': 115}, {'Bookmaker': 'TwinSpires', 'Odds Price': 115}, {'Bookmaker': 'BetRivers', 'Odds Price': 115}, {'Bookmaker': 'WynnBET', 'Odds Price': 115}, {'Bookmaker': 'FanDuel', 'Odds Price': 108}, {'Bookmaker': 'Barstool Sportsbook', 'Odds Price': 115}, {'Bookmaker': 'Bovada', 'Odds Price': 115}, {'Bookmaker': 'Unibet', 'Odds Price': 115}, {'Bookmaker': 'BetMGM', 'Odds Price': 110}]",116.0,"{'Odds': 144, 'Bookmaker': 'Betfair'}"
UFC Fight Night: Font vs. Vera,2022-04-30,"Las Vegas, Nevada, USA",Natan Levy,Natan Levy,Mike Breeden,Lightweight,Decision - Unanimous,3,5:00,3,Mark Smith,False,men,"[{'Bookmaker': 'Betfair', 'Odds Price': -167}, {'Bookmaker': 'Betfair', 'Odds Price': -233}, {'Bookmaker': 'MyBookie.ag', 'Odds Price': -196}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -192}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -189}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -196}, {'Bookmaker': 'SugarHouse', 'Odds Price': -208}, {'Bookmaker': 'TwinSpires', 'Odds Price': -208}, {'Bookmaker': 'DraftKings', 'Odds Price': -200}, {'Bookmaker': 'BetRivers', 'Odds Price': -208}, {'Bookmaker': 'FanDuel', 'Odds Price': -196}, {'Bookmaker': 'Barstool Sportsbook', 'Odds Price': -208}, {'Bookmaker': 'WynnBET', 'Odds Price': -200}, {'Bookmaker': 'BetMGM', 'Odds Price': -189}, {'Bookmaker': 'Unibet', 'Odds Price': -208}, {'Bookmaker': 'Bovada', 'Odds Price': -200}]",-199.0,"{'Odds': -167, 'Bookmaker': 'Betfair'}","[{'Bookmaker': 'Betfair', 'Odds Price': 235}, {'Bookmaker': 'Betfair', 'Odds Price': 168}, {'Bookmaker': 'MyBookie.ag', 'Odds Price': 160}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 165}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 165}, {'Bookmaker': 'William Hill (US)', 'Odds Price': 165}, {'Bookmaker': 'SugarHouse', 'Odds Price': 160}, {'Bookmaker': 'TwinSpires', 'Odds Price': 160}, {'Bookmaker': 'DraftKings', 'Odds Price': 170}, {'Bookmaker': 'BetRivers', 'Odds Price': 160}, {'Bookmaker': 'FanDuel', 'Odds Price': 164}, {'Bookmaker': 'Barstool Sportsbook', 'Odds Price': 160}, {'Bookmaker': 'WynnBET', 'Odds Price': 165}, {'Bookmaker': 'BetMGM', 'Odds Price': 155}, {'Bookmaker': 'Unibet', 'Odds Price': 160}, {'Bookmaker': 'Bovada', 'Odds Price': 160}]",166.0,"{'Odds': 235, 'Bookmaker': 'Betfair'}"
UFC Fight Night: Font vs. Vera,2022-04-30,"Las Vegas, Nevada, USA",Shanna Young,Shanna Young,Gina Mazany,Flyweight,KO/TKO,2,3:11,3,Jason Herzog,False,women,"[{'Bookmaker': 'Betfair', 'Odds Price': 190}, {'Bookmaker': 'Betfair', 'Odds Price': 174}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 158}, {'Bookmaker': 'DraftKings', 'Odds Price': 155}, {'Bookmaker': 'TwinSpires', 'Odds Price': 145}, {'Bookmaker': 'SugarHouse', 'Odds Price': 145}, {'Bookmaker': 'BetRivers', 'Odds Price': 145}, {'Bookmaker': 'WynnBET', 'Odds Price': 155}, {'Bookmaker': 'FanDuel', 'Odds Price': 152}, {'Bookmaker': 'Unibet', 'Odds Price': 145}, {'Bookmaker': 'Bovada', 'Odds Price': 150}, {'Bookmaker': 'MyBookie.ag', 'Odds Price': 150}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 158}, {'Bookmaker': 'William Hill (US)', 'Odds Price': 155}, {'Bookmaker': 'Barstool Sportsbook', 'Odds Price': 145}, {'Bookmaker': 'BetMGM', 'Odds Price': 155}]",154.0,"{'Odds': 190, 'Bookmaker': 'Betfair'}","[{'Bookmaker': 'Betfair', 'Odds Price': -175}, {'Bookmaker': 'Betfair', 'Odds Price': -189}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -185}, {'Bookmaker': 'DraftKings', 'Odds Price': -179}, {'Bookmaker': 'TwinSpires', 'Odds Price': -182}, {'Bookmaker': 'SugarHouse', 'Odds Price': -182}, {'Bookmaker': 'BetRivers', 'Odds Price': -182}, {'Bookmaker': 'WynnBET', 'Odds Price': -185}, {'Bookmaker': 'FanDuel', 'Odds Price': -179}, {'Bookmaker': 'Unibet', 'Odds Price': -182}, {'Bookmaker': 'Bovada', 'Odds Price': -185}, {'Bookmaker': 'MyBookie.ag', 'Odds Price': -175}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -182}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -179}, {'Bookmaker': 'Barstool Sportsbook', 'Odds Price': -182}, {'Bookmaker': 'BetMGM', 'Odds Price': -189}]",-182.0,"{'Odds': -175, 'Bookmaker': 'Betfair'}"
UFC Fight Night: Lemos vs. Andrade,2022-04-23,"Las Vegas, Nevada, USA",Jessica Andrade,Jessica Andrade,Amanda Lemos,Strawweight,Submission,1,3:13,5,Keith Peterson,False,women,"[{'Bookmaker': 'BetOnline.ag', 'Odds Price': -222}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -217}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -233}, {'Bookmaker': 'TwinSpires', 'Odds Price': -208}, {'Bookmaker': 'SugarHouse', 'Odds Price': -208}, {'Bookmaker': 'BetRivers', 'Odds Price': -208}, {'Bookmaker': 'Barstool Sportsbook', 'Odds Price': -208}, {'Bookmaker': 'FanDuel', 'Odds Price': -200}, {'Bookmaker': 'Unibet', 'Odds Price': -208}, {'Bookmaker': 'BetMGM', 'Odds Price': -227}, {'Bookmaker': 'Betfair', 'Odds Price': -192}, {'Bookmaker': 'Betfair', 'Odds Price': -200}, {'Bookmaker': 'MyBookie.ag', 'Odds Price': -222}, {'Bookmaker': 'DraftKings', 'Odds Price': -222}, {'Bookmaker': 'Bovada', 'Odds Price': -233}, {'Bookmaker': 'WynnBET', 'Odds Price': -222}]",-214.0,"{'Odds': -192, 'Bookmaker': 'Betfair'}","[{'Bookmaker': 'BetOnline.ag', 'Odds Price': 185}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 185}, {'Bookmaker': 'William Hill (US)', 'Odds Price': 190}, {'Bookmaker': 'TwinSpires', 'Odds Price': 165}, {'Bookmaker': 'SugarHouse', 'Odds Price': 165}, {'Bookmaker': 'BetRivers', 'Odds Price': 165}, {'Bookmaker': 'Barstool Sportsbook', 'Odds Price': 165}, {'Bookmaker': 'FanDuel', 'Odds Price': 168}, {'Bookmaker': 'Unibet', 'Odds Price': 165}, {'Bookmaker': 'BetMGM', 'Odds Price': 190}, {'Bookmaker': 'Betfair', 'Odds Price': 200}, {'Bookmaker': 'Betfair', 'Odds Price': 192}, {'Bookmaker': 'MyBookie.ag', 'Odds Price': 180}, {'Bookmaker': 'DraftKings', 'Odds Price': 180}, {'Bookmaker': 'Bovada', 'Odds Price': 185}, {'Bookmaker': 'WynnBET', 'Odds Price': 180}]",178.0,"{'Odds': 200, 'Bookmaker': 'Betfair'}"
UFC Fight Night: Lemos vs. Andrade,2022-04-23,"Las Vegas, Nevada, USA",Claudio Puelles,Claudio Puelles,Clay Guida,Lightweight,Submission,1,3:01,3,Herb Dean,False,men,"[{'Bookmaker': 'BetOnline.ag', 'Odds Price': -105}, {'Bookmaker': 'FanDuel', 'Odds Price': -106}, {'Bookmaker': 'Betfair', 'Odds Price': 106}, {'Bookmaker': 'Betfair', 'Odds Price': 104}, {'Bookmaker': 'MyBookie.ag', 'Odds Price': -115}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -105}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -110}, {'Bookmaker': 'TwinSpires', 'Odds Price': -114}, {'Bookmaker': 'SugarHouse', 'Odds Price': -114}, {'Bookmaker': 'DraftKings', 'Odds Price': -110}, {'Bookmaker': 'BetRivers', 'Odds Price': -114}, {'Bookmaker': 'Barstool Sportsbook', 'Odds Price': -114}, {'Bookmaker': 'WynnBET', 'Odds Price': -115}, {'Bookmaker': 'BetMGM', 'Odds Price': -110}, {'Bookmaker': 'Unibet', 'Odds Price': -112}, {'Bookmaker': 'Bovada', 'Odds Price': -110}]",-109.0,"{'Odds': 106, 'Bookmaker': 'Betfair'}","[{'Bookmaker': 'BetOnline.ag', 'Odds Price': -115}, {'Bookmaker': 'FanDuel', 'Odds Price': -110}, {'Bookmaker': 'Betfair', 'Odds Price': -103}, {'Bookmaker': 'Betfair', 'Odds Price': -106}, {'Bookmaker': 'MyBookie.ag', 'Odds Price': -115}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -115}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -110}, {'Bookmaker': 'TwinSpires', 'Odds Price': -114}, {'Bookmaker': 'SugarHouse', 'Odds Price': -114}, {'Bookmaker': 'DraftKings', 'Odds Price': -110}, {'Bookmaker': 'BetRivers', 'Odds Price': -114}, {'Bookmaker': 'Barstool Sportsbook', 'Odds Price': -114}, {'Bookmaker': 'WynnBET', 'Odds Price': -105}, {'Bookmaker': 'BetMGM', 'Odds Price': -110}, {'Bookmaker': 'Unibet', 'Odds Price': -112}, {'Bookmaker': 'Bovada', 'Odds Price': -110}]",-111.0,"{'Odds': -103, 'Bookmaker': 'Betfair'}"
