event_name,event_date,event_location,winner,fighter_a_name,fighter_b_name,weightclass,method_of_victory,round_of_victory,time_of_victory,time_format,referee,title_fight,gender,Fighter A Odds,Fighter A Avg Odds,Fighter A Best Odds,Fighter B Odds,Fighter B Avg Odds,Fighter B Best Odds
UFC Fight Night: Dawson vs. Green,2023-10-07,"Las Vegas, Nevada, USA",Bill Algeo,Bill Algeo,Alexander Hernandez,Featherweight,Decision - Unanimous,3,5:00,3,Keith Peterson,False,men,"[{'Bookmaker': 'BetUS', 'Odds Price': -108}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 102}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 102}, {'Bookmaker': 'Unibet', 'Odds Price': -103}, {'Bookmaker': 'TwinSpires', 'Odds Price': -103}, {'Bookmaker': 'BetRivers', 'Odds Price': -103}, {'Bookmaker': 'Caesars', 'Odds Price': 100}, {'Bookmaker': 'Bovada', 'Odds Price': 105}, {'Bookmaker': 'WynnBET', 'Odds Price': 100}, {'Bookmaker': 'DraftKings', 'Odds Price': -102}, {'Bookmaker': 'SuperBook', 'Odds Price': 110}, {'Bookmaker': 'FanDuel', 'Odds Price': -102}, {'Bookmaker': 'BetMGM', 'Odds Price': 105}]",100.0,"{'Odds': 110, 'Bookmaker': 'SuperBook'}","[{'Bookmaker': 'BetUS', 'Odds Price': -122}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -122}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -122}, {'Bookmaker': 'Unibet', 'Odds Price': -121}, {'Bookmaker': 'TwinSpires', 'Odds Price': -121}, {'Bookmaker': 'BetRivers', 'Odds Price': -121}, {'Bookmaker': 'Caesars', 'Odds Price': -120}, {'Bookmaker': 'Bovada', 'Odds Price': -125}, {'Bookmaker': 'WynnBET', 'Odds Price': -120}, {'Bookmaker': 'DraftKings', 'Odds Price': -118}, {'Bookmaker': 'SuperBook', 'Odds Price': -130}, {'Bookmaker': 'FanDuel', 'Odds Price': -116}, {'Bookmaker': 'BetMGM', 'Odds Price': -130}]",-122.0,"{'Odds': -116, 'Bookmaker': 'FanDuel'}"
UFC Fight Night: Dawson vs. Green,2023-10-07,"Las Vegas, Nevada, USA",Karolina Kowalkiewicz,Karolina Kowalkiewicz,Diana Belbita,Strawweight,Decision - Unanimous,3,5:00,3,Kerry Hatley,False,women,"[{'Bookmaker': 'BetRivers', 'Odds Price': -157}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -145}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -144}, {'Bookmaker': 'TwinSpires', 'Odds Price': -157}, {'Bookmaker': 'Unibet', 'Odds Price': -157}, {'Bookmaker': 'WynnBET', 'Odds Price': -145}, {'Bookmaker': 'BetUS', 'Odds Price': -144}, {'Bookmaker': 'Bovada', 'Odds Price': -145}, {'Bookmaker': 'DraftKings', 'Odds Price': -148}, {'Bookmaker': 'Caesars', 'Odds Price': -145}, {'Bookmaker': 'SuperBook', 'Odds Price': -145}, {'Bookmaker': 'FanDuel', 'Odds Price': -148}, {'Bookmaker': 'BetMGM', 'Odds Price': -160}]",-149.0,"{'Odds': -144, 'Bookmaker': 'LowVig.ag'}","[{'Bookmaker': 'BetRivers', 'Odds Price': 125}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 124}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 124}, {'Bookmaker': 'TwinSpires', 'Odds Price': 125}, {'Bookmaker': 'Unibet', 'Odds Price': 125}, {'Bookmaker': 'WynnBET', 'Odds Price': 123}, {'Bookmaker': 'BetUS', 'Odds Price': 114}, {'Bookmaker': 'Bovada', 'Odds Price': 120}, {'Bookmaker': 'DraftKings', 'Odds Price': 124}, {'Bookmaker': 'Caesars', 'Odds Price': 122}, {'Bookmaker': 'SuperBook', 'Odds Price': 125}, {'Bookmaker': 'FanDuel', 'Odds Price': 126}, {'Bookmaker': 'BetMGM', 'Odds Price': 130}]",124.0,"{'Odds': 130, 'Bookmaker': 'BetMGM'}"
UFC Fight Night: Dawson vs. Green,2023-10-07,"Las Vegas, Nevada, USA",Nate Maness,Nate Maness,Mateus Mendonca,Flyweight,KO/TKO,1,4:40,3,Chris Tognoni,False,men,"[{'Bookmaker': 'BetRivers', 'Odds Price': 195}, {'Bookmaker': 'BetUS', 'Odds Price': 205}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 200}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 200}, {'Bookmaker': 'TwinSpires', 'Odds Price': 195}, {'Bookmaker': 'Unibet', 'Odds Price': 195}, {'Bookmaker': 'Bovada', 'Odds Price': 200}, {'Bookmaker': 'DraftKings', 'Odds Price': 200}, {'Bookmaker': 'WynnBET', 'Odds Price': 200}, {'Bookmaker': 'Caesars', 'Odds Price': 205}, {'Bookmaker': 'FanDuel', 'Odds Price': 200}]",200.0,"{'Odds': 205, 'Bookmaker': 'BetUS'}","[{'Bookmaker': 'BetRivers', 'Odds Price': -250}, {'Bookmaker': 'BetUS', 'Odds Price': -245}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -233}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -235}, {'Bookmaker': 'TwinSpires', 'Odds Price': -250}, {'Bookmaker': 'Unibet', 'Odds Price': -250}, {'Bookmaker': 'Bovada', 'Odds Price': -250}, {'Bookmaker': 'DraftKings', 'Odds Price': -245}, {'Bookmaker': 'WynnBET', 'Odds Price': -238}, {'Bookmaker': 'Caesars', 'Odds Price': -250}, {'Bookmaker': 'FanDuel', 'Odds Price': -245}]",-245.0,"{'Odds': -233, 'Bookmaker': 'BetOnline.ag'}"
UFC Fight Night: Dawson vs. Green,2023-10-07,"Las Vegas, Nevada, USA",Vanessa Demopoulos,Vanessa Demopoulos,Kanako Murata,Strawweight,Decision - Unanimous,3,5:00,3,Mark Smith,False,women,"[{'Bookmaker': 'DraftKings', 'Odds Price': 275}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 270}, {'Bookmaker': 'BetUS', 'Odds Price': 240}, {'Bookmaker': 'WynnBET', 'Odds Price': 255}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 270}, {'Bookmaker': 'SuperBook', 'Odds Price': 260}, {'Bookmaker': 'FanDuel', 'Odds Price': 280}, {'Bookmaker': 'Bovada', 'Odds Price': 275}, {'Bookmaker': 'Caesars', 'Odds Price': 265}, {'Bookmaker': 'Unibet', 'Odds Price': 260}, {'Bookmaker': 'TwinSpires', 'Odds Price': 260}, {'Bookmaker': 'BetRivers', 'Odds Price': 260}, {'Bookmaker': 'BetMGM', 'Odds Price': 270}]",264.0,"{'Odds': 280, 'Bookmaker': 'FanDuel'}","[{'Bookmaker': 'DraftKings', 'Odds Price': -345}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -330}, {'Bookmaker': 'BetUS', 'Odds Price': -330}, {'Bookmaker': 'WynnBET', 'Odds Price': -312}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -333}, {'Bookmaker': 'SuperBook', 'Odds Price': -330}, {'Bookmaker': 'FanDuel', 'Odds Price': -350}, {'Bookmaker': 'Bovada', 'Odds Price': -350}, {'Bookmaker': 'Caesars', 'Odds Price': -340}, {'Bookmaker': 'Unibet', 'Odds Price': -345}, {'Bookmaker': 'TwinSpires', 'Odds Price': -345}, {'Bookmaker': 'BetRivers', 'Odds Price': -345}, {'Bookmaker': 'BetMGM', 'Odds Price': -350}]",-339.0,"{'Odds': -312, 'Bookmaker': 'WynnBET'}"
UFC Fight Night: Dawson vs. Green,2023-10-07,"Las Vegas, Nevada, USA",Aoriqileng,Aoriqileng,Johnny Munoz,Bantamweight,Decision - Unanimous,3,5:00,3,Keith Peterson,False,men,"[{'Bookmaker': 'BetRivers', 'Odds Price': -112}, {'Bookmaker': 'BetUS', 'Odds Price': -114}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -104}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -104}, {'Bookmaker': 'TwinSpires', 'Odds Price': -112}, {'Bookmaker': 'Unibet', 'Odds Price': -112}, {'Bookmaker': 'Bovada', 'Odds Price': -110}, {'Bookmaker': 'DraftKings', 'Odds Price': -110}, {'Bookmaker': 'WynnBET', 'Odds Price': -110}, {'Bookmaker': 'Caesars', 'Odds Price': -105}, {'Bookmaker': 'SuperBook', 'Odds Price': -110}, {'Bookmaker': 'FanDuel', 'Odds Price': -116}, {'Bookmaker': 'BetMGM', 'Odds Price': -105}]",-109.0,"{'Odds': -104, 'Bookmaker': 'BetOnline.ag'}","[{'Bookmaker': 'BetRivers', 'Odds Price': -112}, {'Bookmaker': 'BetUS', 'Odds Price': -116}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -116}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -116}, {'Bookmaker': 'TwinSpires', 'Odds Price': -112}, {'Bookmaker': 'Unibet', 'Odds Price': -112}, {'Bookmaker': 'Bovada', 'Odds Price': -110}, {'Bookmaker': 'DraftKings', 'Odds Price': -110}, {'Bookmaker': 'WynnBET', 'Odds Price': -110}, {'Bookmaker': 'Caesars', 'Odds Price': -115}, {'Bookmaker': 'SuperBook', 'Odds Price': -110}, {'Bookmaker': 'FanDuel', 'Odds Price': -102}, {'Bookmaker': 'BetMGM', 'Odds Price': -115}]",-112.0,"{'Odds': -102, 'Bookmaker': 'FanDuel'}"
UFC Fight Night: Dawson vs. Green,2023-10-07,"Las Vegas, Nevada, USA",JJ Aldrich,JJ Aldrich,Montana De La Rosa,Flyweight,Decision - Unanimous,3,5:00,3,Jacob Montalvo,False,women,"[{'Bookmaker': 'LowVig.ag', 'Odds Price': 132}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 132}, {'Bookmaker': 'Caesars', 'Odds Price': 125}, {'Bookmaker': 'DraftKings', 'Odds Price': 124}, {'Bookmaker': 'Unibet', 'Odds Price': 116}, {'Bookmaker': 'TwinSpires', 'Odds Price': 116}, {'Bookmaker': 'BetRivers', 'Odds Price': 116}, {'Bookmaker': 'FanDuel', 'Odds Price': 116}, {'Bookmaker': 'SuperBook', 'Odds Price': 125}, {'Bookmaker': 'Bovada', 'Odds Price': 125}, {'Bookmaker': 'BetMGM', 'Odds Price': 125}, {'Bookmaker': 'BetUS', 'Odds Price': 122}, {'Bookmaker': 'WynnBET', 'Odds Price': 118}]",122.0,"{'Odds': 132, 'Bookmaker': 'LowVig.ag'}","[{'Bookmaker': 'LowVig.ag', 'Odds Price': -152}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -152}, {'Bookmaker': 'Caesars', 'Odds Price': -150}, {'Bookmaker': 'DraftKings', 'Odds Price': -148}, {'Bookmaker': 'Unibet', 'Odds Price': -143}, {'Bookmaker': 'TwinSpires', 'Odds Price': -143}, {'Bookmaker': 'BetRivers', 'Odds Price': -143}, {'Bookmaker': 'FanDuel', 'Odds Price': -136}, {'Bookmaker': 'SuperBook', 'Odds Price': -145}, {'Bookmaker': 'Bovada', 'Odds Price': -150}, {'Bookmaker': 'BetMGM', 'Odds Price': -150}, {'Bookmaker': 'BetUS', 'Odds Price': -152}, {'Bookmaker': 'WynnBET', 'Odds Price': -141}]",-146.0,"{'Odds': -136, 'Bookmaker': 'FanDuel'}"
UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,"Las Vegas, Nevada, USA",Mateusz Gamrot,Mateusz Gamrot,Rafael Fiziev,Lightweight,KO/TKO,2,2:03,5,Herb Dean,False,men,"[{'Bookmaker': 'BetUS', 'Odds Price': 120}, {'Bookmaker': 'Bovada', 'Odds Price': 125}, {'Bookmaker': 'FanDuel', 'Odds Price': 130}, {'Bookmaker': 'DraftKings', 'Odds Price': 124}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 130}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 130}, {'Bookmaker': 'William Hill (US)', 'Odds Price': 130}, {'Bookmaker': 'WynnBET', 'Odds Price': 135}, {'Bookmaker': 'TwinSpires', 'Odds Price': 123}, {'Bookmaker': 'BetRivers', 'Odds Price': 123}, {'Bookmaker': 'Unibet', 'Odds Price': 123}, {'Bookmaker': 'SuperBook', 'Odds Price': 130}]",127.0,"{'Odds': 135, 'Bookmaker': 'WynnBET'}","[{'Bookmaker': 'BetUS', 'Odds Price': -150}, {'Bookmaker': 'Bovada', 'Odds Price': -150}, {'Bookmaker': 'FanDuel', 'Odds Price': -154}, {'Bookmaker': 'DraftKings', 'Odds Price': -148}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -150}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -149}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -155}, {'Bookmaker': 'WynnBET', 'Odds Price': -159}, {'Bookmaker': 'TwinSpires', 'Odds Price': -152}, {'Bookmaker': 'BetRivers', 'Odds Price': -152}, {'Bookmaker': 'Unibet', 'Odds Price': -152}, {'Bookmaker': 'SuperBook', 'Odds Price': -150}]",-152.0,"{'Odds': -148, 'Bookmaker': 'DraftKings'}"
UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,"Las Vegas, Nevada, USA",Bryce Mitchell,Bryce Mitchell,Dan Ige,Featherweight,Decision - Unanimous,3,5:00,3,Mark Smith,False,men,"[{'Bookmaker': 'BetUS', 'Odds Price': -202}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -202}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -200}, {'Bookmaker': 'Bovada', 'Odds Price': -215}, {'Bookmaker': 'DraftKings', 'Odds Price': -205}, {'Bookmaker': 'WynnBET', 'Odds Price': -208}, {'Bookmaker': 'Unibet', 'Odds Price': -210}, {'Bookmaker': 'TwinSpires', 'Odds Price': -210}, {'Bookmaker': 'BetRivers', 'Odds Price': -210}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -205}, {'Bookmaker': 'FanDuel', 'Odds Price': -205}, {'Bookmaker': 'SuperBook', 'Odds Price': -200}]",-206.0,"{'Odds': -200, 'Bookmaker': 'BetOnline.ag'}","[{'Bookmaker': 'BetUS', 'Odds Price': 167}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 172}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 172}, {'Bookmaker': 'Bovada', 'Odds Price': 175}, {'Bookmaker': 'DraftKings', 'Odds Price': 170}, {'Bookmaker': 'WynnBET', 'Odds Price': 175}, {'Bookmaker': 'Unibet', 'Odds Price': 165}, {'Bookmaker': 'TwinSpires', 'Odds Price': 165}, {'Bookmaker': 'BetRivers', 'Odds Price': 165}, {'Bookmaker': 'William Hill (US)', 'Odds Price': 170}, {'Bookmaker': 'FanDuel', 'Odds Price': 172}, {'Bookmaker': 'SuperBook', 'Odds Price': 170}]",170.0,"{'Odds': 175, 'Bookmaker': 'Bovada'}"
UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,"Las Vegas, Nevada, USA",Marina Rodriguez,Marina Rodriguez,Michelle Waterson-Gomez,Strawweight,KO/TKO,2,2:42,3,Kerry Hatley,False,women,"[{'Bookmaker': 'LowVig.ag', 'Odds Price': -305}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -303}, {'Bookmaker': 'Bovada', 'Odds Price': -325}, {'Bookmaker': 'DraftKings', 'Odds Price': -310}, {'Bookmaker': 'WynnBET', 'Odds Price': -312}, {'Bookmaker': 'TwinSpires', 'Odds Price': -345}, {'Bookmaker': 'BetRivers', 'Odds Price': -345}, {'Bookmaker': 'Unibet', 'Odds Price': -345}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -320}, {'Bookmaker': 'FanDuel', 'Odds Price': -320}, {'Bookmaker': 'SuperBook', 'Odds Price': -360}, {'Bookmaker': 'BetUS', 'Odds Price': -305}]",-324.0,"{'Odds': -303, 'Bookmaker': 'BetOnline.ag'}","[{'Bookmaker': 'LowVig.ag', 'Odds Price': 255}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 255}, {'Bookmaker': 'Bovada', 'Odds Price': 260}, {'Bookmaker': 'DraftKings', 'Odds Price': 250}, {'Bookmaker': 'WynnBET', 'Odds Price': 252}, {'Bookmaker': 'TwinSpires', 'Odds Price': 260}, {'Bookmaker': 'BetRivers', 'Odds Price': 260}, {'Bookmaker': 'Unibet', 'Odds Price': 260}, {'Bookmaker': 'William Hill (US)', 'Odds Price': 250}, {'Bookmaker': 'FanDuel', 'Odds Price': 260}, {'Bookmaker': 'SuperBook', 'Odds Price': 280}, {'Bookmaker': 'BetUS', 'Odds Price': 230}]",256.0,"{'Odds': 280, 'Bookmaker': 'SuperBook'}"
UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,"Las Vegas, Nevada, USA",Bryan Battle,Bryan Battle,AJ Fletcher,Welterweight,Submission,2,4:32,3,Dan Miragliotta,False,men,"[{'Bookmaker': 'Bovada', 'Odds Price': -190}, {'Bookmaker': 'WynnBET', 'Odds Price': -179}, {'Bookmaker': 'BetUS', 'Odds Price': -180}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -180}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -179}, {'Bookmaker': 'Unibet', 'Odds Price': -186}, {'Bookmaker': 'TwinSpires', 'Odds Price': -186}, {'Bookmaker': 'BetRivers', 'Odds Price': -186}, {'Bookmaker': 'DraftKings', 'Odds Price': -185}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -190}, {'Bookmaker': 'FanDuel', 'Odds Price': -180}, {'Bookmaker': 'SuperBook', 'Odds Price': -200}]",-185.0,"{'Odds': -179, 'Bookmaker': 'WynnBET'}","[{'Bookmaker': 'Bovada', 'Odds Price': 155}, {'Bookmaker': 'WynnBET', 'Odds Price': 152}, {'Bookmaker': 'BetUS', 'Odds Price': 150}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 155}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 155}, {'Bookmaker': 'Unibet', 'Odds Price': 150}, {'Bookmaker': 'TwinSpires', 'Odds Price': 150}, {'Bookmaker': 'BetRivers', 'Odds Price': 150}, {'Bookmaker': 'DraftKings', 'Odds Price': 154}, {'Bookmaker': 'William Hill (US)', 'Odds Price': 160}, {'Bookmaker': 'FanDuel', 'Odds Price': 152}, {'Bookmaker': 'SuperBook', 'Odds Price': 165}]",154.0,"{'Odds': 165, 'Bookmaker': 'SuperBook'}"
UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,"Las Vegas, Nevada, USA",Charles Jourdain,Charles Jourdain,Ricardo Ramos,Featherweight,Submission,1,3:12,3,Herb Dean,False,men,"[{'Bookmaker': 'Bovada', 'Odds Price': -150}, {'Bookmaker': 'WynnBET', 'Odds Price': -135}, {'Bookmaker': 'BetUS', 'Odds Price': -148}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -148}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -147}, {'Bookmaker': 'TwinSpires', 'Odds Price': -148}, {'Bookmaker': 'BetRivers', 'Odds Price': -148}, {'Bookmaker': 'Unibet', 'Odds Price': -148}, {'Bookmaker': 'DraftKings', 'Odds Price': -142}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -150}, {'Bookmaker': 'FanDuel', 'Odds Price': -142}, {'Bookmaker': 'SuperBook', 'Odds Price': -145}]",-146.0,"{'Odds': -135, 'Bookmaker': 'WynnBET'}","[{'Bookmaker': 'Bovada', 'Odds Price': 125}, {'Bookmaker': 'WynnBET', 'Odds Price': 115}, {'Bookmaker': 'BetUS', 'Odds Price': 118}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 128}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 128}, {'Bookmaker': 'TwinSpires', 'Odds Price': 118}, {'Bookmaker': 'BetRivers', 'Odds Price': 118}, {'Bookmaker': 'Unibet', 'Odds Price': 118}, {'Bookmaker': 'DraftKings', 'Odds Price': 120}, {'Bookmaker': 'William Hill (US)', 'Odds Price': 125}, {'Bookmaker': 'FanDuel', 'Odds Price': 120}, {'Bookmaker': 'SuperBook', 'Odds Price': 125}]",121.0,"{'Odds': 128, 'Bookmaker': 'LowVig.ag'}"
UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,"Las Vegas, Nevada, USA",NC,Dan Argueta,Miles Johns,Bantamweight,Overturned,3,5:00,3,Kerry Hatley,False,men,"[{'Bookmaker': 'Bovada', 'Odds Price': -180}, {'Bookmaker': 'WynnBET', 'Odds Price': -179}, {'Bookmaker': 'BetUS', 'Odds Price': -180}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -175}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -175}, {'Bookmaker': 'Unibet', 'Odds Price': -186}, {'Bookmaker': 'TwinSpires', 'Odds Price': -186}, {'Bookmaker': 'BetRivers', 'Odds Price': -186}, {'Bookmaker': 'DraftKings', 'Odds Price': -180}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -180}, {'Bookmaker': 'FanDuel', 'Odds Price': -180}, {'Bookmaker': 'SuperBook', 'Odds Price': -180}]",-181.0,"{'Odds': -175, 'Bookmaker': 'LowVig.ag'}","[{'Bookmaker': 'Bovada', 'Odds Price': 150}, {'Bookmaker': 'WynnBET', 'Odds Price': 152}, {'Bookmaker': 'BetUS', 'Odds Price': 150}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 150}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 150}, {'Bookmaker': 'Unibet', 'Odds Price': 150}, {'Bookmaker': 'TwinSpires', 'Odds Price': 150}, {'Bookmaker': 'BetRivers', 'Odds Price': 150}, {'Bookmaker': 'DraftKings', 'Odds Price': 150}, {'Bookmaker': 'William Hill (US)', 'Odds Price': 155}, {'Bookmaker': 'FanDuel', 'Odds Price': 152}, {'Bookmaker': 'SuperBook', 'Odds Price': 150}]",151.0,"{'Odds': 155, 'Bookmaker': 'William Hill (US)'}"
UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,"Las Vegas, Nevada, USA",Tim Means,Tim Means,Andre Fialho,Welterweight,KO/TKO,3,1:15,3,Dan Miragliotta,False,men,"[{'Bookmaker': 'LowVig.ag', 'Odds Price': 142}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 142}, {'Bookmaker': 'Bovada', 'Odds Price': 140}, {'Bookmaker': 'DraftKings', 'Odds Price': 140}, {'Bookmaker': 'WynnBET', 'Odds Price': 145}, {'Bookmaker': 'TwinSpires', 'Odds Price': 135}, {'Bookmaker': 'BetRivers', 'Odds Price': 135}, {'Bookmaker': 'Unibet', 'Odds Price': 135}, {'Bookmaker': 'William Hill (US)', 'Odds Price': 140}, {'Bookmaker': 'FanDuel', 'Odds Price': 144}, {'Bookmaker': 'SuperBook', 'Odds Price': 145}, {'Bookmaker': 'BetUS', 'Odds Price': 135}]",140.0,"{'Odds': 145, 'Bookmaker': 'WynnBET'}","[{'Bookmaker': 'LowVig.ag', 'Odds Price': -162}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -161}, {'Bookmaker': 'Bovada', 'Odds Price': -170}, {'Bookmaker': 'DraftKings', 'Odds Price': -166}, {'Bookmaker': 'WynnBET', 'Odds Price': -172}, {'Bookmaker': 'TwinSpires', 'Odds Price': -167}, {'Bookmaker': 'BetRivers', 'Odds Price': -167}, {'Bookmaker': 'Unibet', 'Odds Price': -167}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -165}, {'Bookmaker': 'FanDuel', 'Odds Price': -172}, {'Bookmaker': 'SuperBook', 'Odds Price': -170}, {'Bookmaker': 'BetUS', 'Odds Price': -165}]",-167.0,"{'Odds': -161, 'Bookmaker': 'BetOnline.ag'}"
UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,"Las Vegas, Nevada, USA",Cody Brundage,Cody Brundage,Jacob Malkoun,Middleweight,DQ,1,4:15,3,Mark Smith,False,men,"[{'Bookmaker': 'BetOnline.ag', 'Odds Price': 425}, {'Bookmaker': 'TwinSpires', 'Odds Price': 480}, {'Bookmaker': 'BetRivers', 'Odds Price': 480}, {'Bookmaker': 'Unibet', 'Odds Price': 480}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 425}, {'Bookmaker': 'DraftKings', 'Odds Price': 410}, {'Bookmaker': 'WynnBET', 'Odds Price': 450}, {'Bookmaker': 'William Hill (US)', 'Odds Price': 430}, {'Bookmaker': 'FanDuel', 'Odds Price': 460}, {'Bookmaker': 'SuperBook', 'Odds Price': 450}, {'Bookmaker': 'BetUS', 'Odds Price': 415}, {'Bookmaker': 'Bovada', 'Odds Price': 425}]",443.0,"{'Odds': 480, 'Bookmaker': 'TwinSpires'}","[{'Bookmaker': 'BetOnline.ag', 'Odds Price': -588}, {'Bookmaker': 'TwinSpires', 'Odds Price': -670}, {'Bookmaker': 'BetRivers', 'Odds Price': -670}, {'Bookmaker': 'Unibet', 'Odds Price': -670}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -599}, {'Bookmaker': 'DraftKings', 'Odds Price': -550}, {'Bookmaker': 'WynnBET', 'Odds Price': -588}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -600}, {'Bookmaker': 'FanDuel', 'Odds Price': -620}, {'Bookmaker': 'SuperBook', 'Odds Price': -650}, {'Bookmaker': 'BetUS', 'Odds Price': -590}, {'Bookmaker': 'Bovada', 'Odds Price': -600}]",-614.0,"{'Odds': -550, 'Bookmaker': 'DraftKings'}"
UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,"Las Vegas, Nevada, USA",Mohammed Usman,Mohammed Usman,Jake Collier,Heavyweight,Decision - Unanimous,3,5:00,3,Dan Miragliotta,False,men,"[{'Bookmaker': 'Bovada', 'Odds Price': -145}, {'Bookmaker': 'WynnBET', 'Odds Price': -141}, {'Bookmaker': 'BetUS', 'Odds Price': -140}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -135}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -135}, {'Bookmaker': 'TwinSpires', 'Odds Price': -143}, {'Bookmaker': 'BetRivers', 'Odds Price': -143}, {'Bookmaker': 'Unibet', 'Odds Price': -143}, {'Bookmaker': 'DraftKings', 'Odds Price': -142}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -140}, {'Bookmaker': 'FanDuel', 'Odds Price': -144}, {'Bookmaker': 'SuperBook', 'Odds Price': -140}]",-141.0,"{'Odds': -135, 'Bookmaker': 'LowVig.ag'}","[{'Bookmaker': 'Bovada', 'Odds Price': 120}, {'Bookmaker': 'WynnBET', 'Odds Price': 118}, {'Bookmaker': 'BetUS', 'Odds Price': 110}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 115}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 115}, {'Bookmaker': 'TwinSpires', 'Odds Price': 115}, {'Bookmaker': 'BetRivers', 'Odds Price': 115}, {'Bookmaker': 'Unibet', 'Odds Price': 115}, {'Bookmaker': 'DraftKings', 'Odds Price': 120}, {'Bookmaker': 'William Hill (US)', 'Odds Price': 120}, {'Bookmaker': 'FanDuel', 'Odds Price': 122}, {'Bookmaker': 'SuperBook', 'Odds Price': 120}]",117.0,"{'Odds': 122, 'Bookmaker': 'FanDuel'}"
